id,label,score
35894059,NEGATIVE,0.6495680809020996
7768395,NEGATIVE,0.9988226294517517
21591073,NEGATIVE,0.9466032981872559
1846667,NEGATIVE,0.9989268183708191
59245361,NEGATIVE,0.9873560070991516
21292753,NEGATIVE,0.9956798553466797
64738644,NEGATIVE,0.9686855673789978
93010017,NEGATIVE,0.9988149404525757
64566859,NEGATIVE,0.9570305347442627
72011729,NEGATIVE,0.9962514042854309
35002969,POSITIVE,0.9988810420036316
20530204,POSITIVE,0.9849821329116821
53367423,NEGATIVE,0.9995989203453064
16489712,POSITIVE,0.6063660979270935
84138345,NEGATIVE,0.9768815636634827
8876949,NEGATIVE,0.9997696280479431
5666822,NEGATIVE,0.9956457018852234
2542614,NEGATIVE,0.9907646179199219
67169586,NEGATIVE,0.9730106592178345
38699986,NEGATIVE,0.9862709045410156
63318675,POSITIVE,0.5042458772659302
76586172,POSITIVE,0.9934925436973572
98471969,NEGATIVE,0.8552745580673218
72079902,NEGATIVE,0.9428865313529968
70653503,NEGATIVE,0.9286277890205383
69428690,POSITIVE,0.6906182765960693
66913761,POSITIVE,0.9830541014671326
74301132,NEGATIVE,0.9928269982337952
59744430,POSITIVE,0.9765912294387817
11600486,POSITIVE,0.9791558980941772
75373151,NEGATIVE,0.9972249269485474
23328526,NEGATIVE,0.9935239553451538
38906412,NEGATIVE,0.9960888624191284
44543043,NEGATIVE,0.9950299263000488
95123686,NEGATIVE,0.9958261847496033
94741009,NEGATIVE,0.9830564856529236
62091534,NEGATIVE,0.9890946745872498
90084228,POSITIVE,0.9734359979629517
30667792,NEGATIVE,0.9732793569564819
9018710,POSITIVE,0.9892592430114746
92262724,NEGATIVE,0.9970481991767883
30728303,NEGATIVE,0.9991863369941711
30273990,NEGATIVE,0.9800733923912048
29601057,NEGATIVE,0.9945040941238403
37632337,NEGATIVE,0.9909055233001709
66000605,POSITIVE,0.9853454232215881
23884793,NEGATIVE,0.9967670440673828
15262002,NEGATIVE,0.9743024706840515
48290118,NEGATIVE,0.9851422905921936
53027174,NEGATIVE,0.9995678067207336
67794196,POSITIVE,0.9836366772651672
5576466,NEGATIVE,0.9981684684753418
67757582,POSITIVE,0.6192058324813843
96836242,NEGATIVE,0.9993075132369995
51372631,POSITIVE,0.8761060833930969
68827314,NEGATIVE,0.986161470413208
2912471,NEGATIVE,0.9838641881942749
33857478,NEGATIVE,0.9945642948150635
26280665,NEGATIVE,0.9987207055091858
74402575,NEGATIVE,0.979335606098175
10278117,NEGATIVE,0.9044331312179565
87428488,NEGATIVE,0.9964128136634827
82096537,POSITIVE,0.99324631690979
38229281,POSITIVE,0.9912033081054688
38825997,NEGATIVE,0.9280139803886414
12599728,NEGATIVE,0.9979155659675598
9566701,NEGATIVE,0.8806405663490295
59828540,NEGATIVE,0.7387208938598633
78469446,NEGATIVE,0.992698609828949
40499219,NEGATIVE,0.9996378421783447
56091580,POSITIVE,0.9786211252212524
53231833,NEGATIVE,0.995017945766449
58454648,NEGATIVE,0.999468982219696
22933819,NEGATIVE,0.964690625667572
47002640,POSITIVE,0.9969550371170044
42142121,NEGATIVE,0.9381018280982971
45363153,NEGATIVE,0.9942578077316284
41016867,NEGATIVE,0.8594651222229004
95808864,NEGATIVE,0.9906255006790161
76693317,NEGATIVE,0.9998093247413635
61131202,NEGATIVE,0.7227243185043335
12996440,POSITIVE,0.8170236945152283
7783561,NEGATIVE,0.9992334842681885
51449506,NEGATIVE,0.8419604897499084
14485981,NEGATIVE,0.9996490478515625
52999741,POSITIVE,0.9634407162666321
41089737,NEGATIVE,0.9113707542419434
25270641,POSITIVE,0.9329391121864319
8725012,POSITIVE,0.9100615382194519
8940097,NEGATIVE,0.998730480670929
1063265,NEGATIVE,0.9939289093017578
62728032,POSITIVE,0.9193902611732483
57873350,POSITIVE,0.9736976623535156
35304754,POSITIVE,0.7667948007583618
83483188,NEGATIVE,0.8561925292015076
95653167,NEGATIVE,0.5339612364768982
5834192,NEGATIVE,0.986351728439331
9764270,POSITIVE,0.9953567385673523
